"YYYYMMDD","ShadowRate","TermPremium-2Y","TermPremium-5Y","TermPremium-7Y","TermPremium-10Y","TermPremium-15Y","TermPremium-20Y","ExpectedRate-2Y","ExpectedRate-5Y","ExpectedRate-7Y","ExpectedRate-10Y","ExpectedRate-15Y","ExpectedRate-20Y"
19950104,2.2393,0.5547,1.4853,1.7675,1.6649,1.6184,1.622,2.4383,2.6907,2.8325,3.0121,3.2416,3.406
19950105,2.2379,0.576,1.5043,1.7745,1.6597,1.6241,1.6096,2.437,2.6897,2.8315,3.0113,3.2409,3.4054
19950106,2.2343,0.5794,1.5164,1.7873,1.6703,1.6353,1.6176,2.4336,2.6866,2.8287,3.0087,3.2387,3.4034
19950109,2.2269,0.5963,1.5167,1.7803,1.6719,1.6393,1.614,2.4267,2.6803,2.8227,3.0031,3.2337,3.399
19950110,2.2149,0.5606,1.4932,1.7623,1.6671,1.6366,1.6105,2.4154,2.6698,2.8127,2.9939,3.2254,3.3915
19950111,2.2011,0.5177,1.4522,1.7277,1.6428,1.6231,1.6022,2.4023,2.6578,2.8013,2.9832,3.2159,3.3828
19950112,2.19,0.4771,1.4108,1.7068,1.6201,1.6136,1.5909,2.3919,2.6482,2.7922,2.9749,3.2084,3.3761
19950113,2.186,0.5168,1.4549,1.7237,1.6237,1.6157,1.5926,2.3882,2.6451,2.7893,2.9723,3.2063,3.3744
19950117,2.1849,0.5915,1.5474,1.8109,1.6837,1.6543,1.6191,2.3875,2.6446,2.7891,2.9723,3.2067,3.3749
19950118,2.1766,0.5222,1.4883,1.7644,1.6505,1.6264,1.5896,2.3798,2.6377,2.7826,2.9665,3.2016,3.3704
19950119,2.1689,0.5244,1.4997,1.7803,1.6689,1.621,1.5865,2.3726,2.6313,2.7767,2.9611,3.197,3.3665
19950120,2.1611,0.5155,1.519,1.8122,1.6912,1.6284,1.5904,2.3655,2.625,2.7708,2.9558,3.1926,3.3626
19950123,2.1521,0.4638,1.5224,1.82,1.7024,1.6447,1.6109,2.3572,2.6176,2.764,2.9496,3.1873,3.3581
19950124,2.1432,0.436,1.5197,1.8118,1.7085,1.65,1.6225,2.349,2.6103,2.7572,2.9435,3.182,3.3535
19950125,2.1358,0.4579,1.5138,1.7995,1.7086,1.6503,1.6222,2.3421,2.6042,2.7515,2.9384,3.1777,3.3498
19950126,2.1293,0.4638,1.49,1.7843,1.6968,1.6489,1.6173,2.3362,2.599,2.7467,2.9342,3.1741,3.3467
19950127,2.1253,0.4574,1.4811,1.782,1.6852,1.6617,1.6127,2.3326,2.5959,2.744,2.9318,3.1723,3.3453
19950130,2.1241,0.4723,1.4765,1.7743,1.6842,1.6753,1.6131,2.3317,2.5955,2.7437,2.9318,3.1727,3.3459
19950131,2.1254,0.4848,1.4968,1.8045,1.6992,1.6842,1.6119,2.3332,2.5972,2.7455,2.9338,3.1748,3.3481
19950201,2.1272,0.5108,1.5137,1.7992,1.6868,1.6797,1.6174,2.3352,2.5993,2.7478,2.9362,3.1773,3.3506
19950202,2.1287,0.5612,1.5528,1.8323,1.7058,1.6945,1.6381,2.3368,2.6012,2.7497,2.9382,3.1795,3.3529
19950203,2.1249,0.5415,1.5317,1.8158,1.695,1.6922,1.6355,2.3335,2.5983,2.7472,2.936,3.1778,3.3515
19950206,2.1184,0.5376,1.522,1.8028,1.6844,1.694,1.6397,2.3274,2.593,2.7422,2.9316,3.174,3.3483
19950207,2.1099,0.5284,1.5011,1.7764,1.6785,1.6922,1.6443,2.3196,2.5859,2.7356,2.9255,3.1688,3.3437
19950208,2.1014,0.5253,1.5042,1.7861,1.6895,1.6975,1.6579,2.3117,2.5788,2.7289,2.9195,3.1635,3.3391
19950209,2.0924,0.5217,1.4878,1.7892,1.696,1.7031,1.6779,2.3033,2.5712,2.7218,2.913,3.1579,3.3341
19950210,2.0834,0.511,1.4983,1.8102,1.7064,1.7186,1.6958,2.295,2.5637,2.7148,2.9066,3.1524,3.3292
19950213,2.0736,0.5352,1.4957,1.8101,1.6906,1.721,1.7084,2.2858,2.5553,2.7069,2.8994,3.146,3.3236
19950214,2.0616,0.5305,1.476,1.8018,1.6926,1.727,1.7196,2.2745,2.545,2.6972,2.8904,3.138,3.3164
19950215,2.0482,0.5361,1.4455,1.7718,1.6818,1.7101,1.7158,2.2619,2.5335,2.6862,2.8802,3.1289,3.3082
19950216,2.0357,0.5469,1.4544,1.7811,1.6904,1.7126,1.7195,2.2501,2.5226,2.6759,2.8706,3.1204,3.3005
19950217,2.0224,0.5564,1.4558,1.7879,1.6914,1.7126,1.7167,2.2376,2.5112,2.6651,2.8606,3.1114,3.2923
19950220,2.0078,0.5682,1.4616,1.779,1.6857,1.7077,1.7008,2.2238,2.4984,2.653,2.8493,3.1013,3.2832
19950221,1.9909,0.5852,1.4633,1.779,1.6747,1.6983,1.6833,2.2078,2.4837,2.639,2.8363,3.0897,3.2727
19950222,1.9711,0.6029,1.4705,1.7774,1.682,1.7031,1.6888,2.1891,2.4665,2.6226,2.821,3.0759,3.2602
19950223,1.9465,0.5461,1.391,1.6848,1.62,1.6682,1.6464,2.1659,2.445,2.6022,2.802,3.0588,3.2446
19950224,1.9258,0.5656,1.4429,1.7358,1.6628,1.6993,1.6761,2.1464,2.4271,2.5852,2.7862,3.0447,3.2319
19950227,1.9031,0.536,1.4176,1.6555,1.6311,1.6717,1.6491,2.125,2.4074,2.5665,2.7689,3.0293,3.2179
19950228,1.8828,0.551,1.451,1.6939,1.6713,1.7102,1.6852,2.106,2.39,2.5501,2.7537,3.0158,3.2058
19950301,1.8601,0.5744,1.4805,1.7164,1.6854,1.7274,1.6998,2.0846,2.3705,2.5316,2.7366,3.0006,3.1922
19950302,1.8345,0.6005,1.5047,1.7295,1.6869,1.7248,1.6946,2.0605,2.3483,2.5105,2.7171,2.9832,3.1764
19950303,1.8032,0.6061,1.4681,1.7126,1.6603,1.7078,1.6576,2.0309,2.3209,2.4844,2.6927,2.9612,3.1564
19950306,1.768,0.6015,1.4391,1.6831,1.6399,1.6978,1.6394,1.9975,2.2899,2.4549,2.6651,2.9362,3.1336
19950307,1.7302,0.5254,1.3344,1.5919,1.5757,1.6496,1.581,1.9616,2.2566,2.4231,2.6353,2.9094,3.109
19950308,1.7006,0.5043,1.3312,1.6065,1.5896,1.6443,1.5658,1.9337,2.2308,2.3985,2.6124,2.8887,3.0902
19950309,1.6796,0.5701,1.4214,1.6967,1.6725,1.6945,1.6076,1.9139,2.2126,2.3813,2.5965,2.8745,3.0774
19950310,1.6561,0.5793,1.4338,1.7101,1.6826,1.6997,1.6103,1.8917,2.1922,2.3619,2.5784,2.8583,3.0627
19950313,1.628,0.5019,1.3574,1.6495,1.6344,1.6743,1.5731,1.8651,2.1676,2.3385,2.5566,2.8387,3.0449
19950314,1.6038,0.5297,1.3995,1.7075,1.6861,1.7081,1.5983,1.8423,2.1465,2.3185,2.5379,2.8219,3.0297
19950315,1.5773,0.5458,1.3947,1.7056,1.6817,1.7077,1.5933,1.8172,2.1233,2.2964,2.5173,2.8033,3.0127
19950316,1.5474,0.5212,1.355,1.6778,1.6652,1.6889,1.5617,1.7888,2.097,2.2712,2.4938,2.7821,2.9933
19950317,1.5175,0.5106,1.3134,1.6369,1.6288,1.6663,1.5402,1.7604,2.0706,2.2461,2.4702,2.7607,2.9738
19950320,1.4906,0.5591,1.356,1.6755,1.6619,1.6934,1.5656,1.7349,2.047,2.2235,2.4491,2.7416,2.9564
19950322,1.46,0.5531,1.342,1.6332,1.6321,1.6812,1.5506,1.7059,2.02,2.1978,2.4249,2.7198,2.9364
19950323,1.4269,0.5136,1.2672,1.5502,1.5693,1.639,1.5094,1.6744,1.9908,2.1698,2.3987,2.696,2.9146
19950324,1.3985,0.5425,1.3142,1.619,1.6275,1.68,1.5447,1.6475,1.9658,2.146,2.3765,2.676,2.8963
19950327,1.3677,0.5877,1.3843,1.6969,1.7027,1.7289,1.5887,1.6183,1.9387,2.1201,2.3523,2.6541,2.8763
19950328,1.3248,0.5075,1.2523,1.5802,1.6139,1.659,1.5242,1.5775,1.9007,2.0838,2.3181,2.623,2.8478
19950329,1.283,0.5252,1.2513,1.5806,1.6001,1.6421,1.5128,1.5378,1.8637,2.0484,2.2849,2.5929,2.8202
19950330,1.2409,0.5673,1.2796,1.6192,1.6235,1.6635,1.5497,1.4977,1.8264,2.0128,2.2515,2.5625,2.7923
19950331,1.1921,0.5176,1.2238,1.5705,1.5943,1.6297,1.526,1.4514,1.7832,1.9715,2.2127,2.5273,2.76
19950403,1.142,0.4173,1.0801,1.4439,1.4771,1.5149,1.4161,1.4037,1.7389,1.9291,2.1729,2.4911,2.7269
19950404,1.1103,0.4112,1.0898,1.4603,1.4867,1.522,1.4283,1.3738,1.7112,1.9027,2.1483,2.469,2.7067
19950405,1.0954,0.4792,1.2025,1.5862,1.5976,1.5956,1.4958,1.3598,1.6985,1.8908,2.1374,2.4594,2.6982
19950406,1.0837,0.4861,1.1733,1.5404,1.565,1.5848,1.4862,1.3489,1.6887,1.8816,2.129,2.4522,2.6918
19950407,1.0774,0.4648,1.1652,1.5249,1.5459,1.576,1.4808,1.3432,1.6838,1.8771,2.1251,2.449,2.6892
19950410,1.0787,0.5451,1.2962,1.6397,1.6345,1.6564,1.554,1.3449,1.6858,1.8793,2.1275,2.4516,2.692
19950411,1.0733,0.555,1.3334,1.6636,1.6569,1.6781,1.5732,1.34,1.6816,1.8754,2.1241,2.4489,2.6898
19950412,1.0578,0.5906,1.4148,1.7242,1.7086,1.7295,1.6206,1.3254,1.6682,1.8628,2.1124,2.4385,2.6804
19950413,1.0233,0.4954,1.2924,1.5785,1.5941,1.6446,1.5417,1.2926,1.6376,1.8335,2.0849,2.4134,2.6573
19950414,0.9845,0.4184,1.164,1.4337,1.4644,1.5471,1.4529,1.2556,1.603,1.8003,2.0536,2.3849,2.6311
19950417,0.9558,0.4168,1.1625,1.4521,1.4663,1.5529,1.459,1.2282,1.5775,1.7759,2.0307,2.3641,2.612
19950418,0.9358,0.3408,1.1142,1.4049,1.4331,1.5262,1.4371,1.2092,1.5598,1.7591,2.0149,2.3498,2.5989
19950419,0.9312,0.397,1.2169,1.5324,1.5423,1.598,1.5035,1.205,1.5561,1.7556,2.0117,2.347,2.5965
19950420,0.9298,0.4053,1.166,1.4844,1.506,1.5725,1.4829,1.2037,1.555,1.7546,2.011,2.3465,2.5961
19950421,0.9354,0.4887,1.2437,1.5582,1.58,1.6288,1.5334,1.2093,1.5603,1.7598,2.016,2.3512,2.6006
19950424,0.9378,0.4934,1.2054,1.4949,1.5418,1.5897,1.4984,1.2116,1.5626,1.7621,2.0182,2.3533,2.6026
19950425,0.9413,0.518,1.2341,1.5147,1.5487,1.6017,1.5086,1.215,1.5659,1.7653,2.0213,2.3563,2.6054
19950426,0.9429,0.4644,1.1894,1.457,1.51,1.5611,1.472,1.2166,1.5676,1.767,2.023,2.3579,2.607
19950427,0.9501,0.5034,1.2408,1.5066,1.5448,1.5922,1.5015,1.2236,1.5742,1.7734,2.0292,2.3638,2.6125
19950428,0.957,0.5247,1.2733,1.5353,1.5628,1.6116,1.5171,1.2303,1.5807,1.7797,2.0352,2.3694,2.6179
19950501,0.9603,0.5774,1.3451,1.6091,1.6137,1.6466,1.5493,1.2336,1.5839,1.7829,2.0383,2.3724,2.6207
19950502,0.952,0.5203,1.3094,1.563,1.5831,1.6244,1.5285,1.2257,1.5766,1.776,2.0319,2.3666,2.6155
19950508,0.9376,0.4999,1.2711,1.5082,1.5455,1.5977,1.504,1.2121,1.5639,1.7638,2.0205,2.3563,2.606
19950509,0.9215,0.4683,1.2304,1.4549,1.5124,1.5714,1.4798,1.1967,1.5496,1.7501,2.0076,2.3446,2.5952
19950510,0.9082,0.4639,1.2311,1.4581,1.5089,1.5809,1.4894,1.1841,1.5379,1.7389,1.9971,2.3351,2.5866
19950511,0.897,0.4255,1.1909,1.4014,1.4726,1.5657,1.4746,1.1735,1.5281,1.7296,1.9884,2.3273,2.5794
19950512,0.8928,0.4944,1.2924,1.5277,1.5675,1.6253,1.5288,1.1696,1.5246,1.7263,1.9855,2.3247,2.5772
19950515,0.8832,0.5175,1.3008,1.5327,1.571,1.633,1.5349,1.1605,1.5162,1.7183,1.978,2.318,2.5711
19950516,0.8661,0.5097,1.288,1.5342,1.5686,1.6314,1.5333,1.1443,1.501,1.7038,1.9644,2.3056,2.5597
19950517,0.8419,0.4708,1.2495,1.5198,1.5561,1.6201,1.5236,1.1212,1.4795,1.6832,1.9449,2.2879,2.5434
19950518,0.814,0.4835,1.2505,1.5018,1.5567,1.6248,1.5247,1.0945,1.4545,1.6592,1.9223,2.2672,2.5243
19950519,0.7805,0.4644,1.2145,1.4646,1.5249,1.5917,1.4917,1.0626,1.4245,1.6304,1.8951,2.2423,2.5013
19950522,0.7448,0.4306,1.1865,1.4394,1.511,1.5834,1.4824,1.0284,1.3925,1.5996,1.866,2.2156,2.4766
19950523,0.7087,0.4281,1.1849,1.4365,1.5124,1.5774,1.4763,0.9939,1.3601,1.5685,1.8366,2.1886,2.4517
19950524,0.6712,0.435,1.1936,1.4689,1.52,1.5765,1.4813,0.958,1.3264,1.5361,1.806,2.1605,2.4257
19950525,0.6294,0.394,1.1362,1.416,1.4801,1.5398,1.4483,0.918,1.2888,1.5,1.7719,2.1292,2.3967
19950526,0.5883,0.3282,1.083,1.3864,1.4577,1.5126,1.4228,0.8788,1.252,1.4646,1.7383,2.0984,2.3682
19950529,0.5533,0.3478,1.1205,1.4537,1.5103,1.5499,1.4571,0.8452,1.2205,1.4343,1.7097,2.0721,2.3439
19950530,0.5174,0.3102,1.0389,1.3639,1.4608,1.497,1.4113,0.8108,1.1881,1.4031,1.6802,2.045,2.3187
19950531,0.488,0.2433,0.9523,1.2943,1.3759,1.4202,1.3428,0.7827,1.1617,1.3777,1.6561,2.0228,2.2982
19950601,0.4755,0.2263,0.9807,1.3162,1.4263,1.4587,1.3647,0.7707,1.1503,1.3668,1.6457,2.0133,2.2893
19950602,0.4768,0.3791,1.1296,1.4622,1.5223,1.5539,1.4539,0.7719,1.1514,1.3678,1.6467,2.0141,2.2901
19950605,0.4718,0.3309,1.0712,1.3737,1.4676,1.5179,1.4257,0.7671,1.1468,1.3633,1.6424,2.0101,2.2863
19950606,0.4681,0.2626,1.0027,1.3012,1.397,1.4522,1.3668,0.7634,1.1433,1.3598,1.639,2.0068,2.2832
19950607,0.4754,0.2987,1.0573,1.3561,1.4333,1.4771,1.3891,0.7703,1.1497,1.3659,1.6447,2.0119,2.2879
19950608,0.4879,0.3688,1.1313,1.4375,1.4885,1.5171,1.424,0.7822,1.1607,1.3765,1.6545,2.0209,2.296
19950609,0.4964,0.3417,1.1049,1.4165,1.4629,1.4923,1.4057,0.7903,1.1681,1.3835,1.6611,2.0267,2.3013
19950612,0.505,0.3467,1.1325,1.4515,1.5074,1.5155,1.4254,0.7983,1.1755,1.3905,1.6676,2.0325,2.3066
19950613,0.5107,0.3114,1.0877,1.402,1.4703,1.4829,1.3963,0.8036,1.1803,1.395,1.6717,2.0361,2.3097
19950614,0.5194,0.3522,1.1453,1.457,1.5148,1.5172,1.4262,0.8118,1.1877,1.402,1.6782,2.0418,2.3148
19950615,0.5243,0.3917,1.1953,1.5093,1.5576,1.5494,1.4498,0.8163,1.1917,1.4057,1.6814,2.0446,2.3172
19950616,0.5191,0.379,1.1665,1.4895,1.5477,1.5295,1.4277,0.811,1.1865,1.4005,1.6763,2.0395,2.3123
19950619,0.5062,0.3946,1.1217,1.4525,1.5143,1.4925,1.3862,0.7984,1.1743,1.3885,1.6647,2.0285,2.3018
19950620,0.4883,0.445,1.1315,1.4598,1.521,1.4932,1.3851,0.781,1.1575,1.3722,1.649,2.0138,2.2879
19950621,0.4613,0.402,1.0523,1.3768,1.472,1.4407,1.3253,0.755,1.1327,1.3482,1.626,1.9923,2.2677
19950622,0.4329,0.3504,0.9753,1.3001,1.4161,1.3752,1.2663,0.7276,1.1067,1.3229,1.6019,1.9698,2.2467
19950623,0.4114,0.3562,0.9531,1.2802,1.3984,1.3632,1.2522,0.7068,1.0869,1.3038,1.5836,1.9528,2.2308
19950626,0.3971,0.3601,0.9732,1.3009,1.4096,1.3695,1.2528,0.6929,1.0738,1.2911,1.5714,1.9415,2.2202
19950627,0.3874,0.3734,0.9771,1.2945,1.3847,1.3571,1.2328,0.6836,1.0649,1.2825,1.5633,1.9339,2.2132
19950628,0.3818,0.4187,1.053,1.3582,1.4122,1.3862,1.2546,0.6783,1.06,1.2778,1.5588,1.9298,2.2094
19950629,0.3723,0.4067,0.9955,1.2903,1.3487,1.315,1.1939,0.6693,1.0515,1.2697,1.5513,1.923,2.2031
19950630,0.3658,0.4627,1.0879,1.3853,1.4243,1.374,1.2454,0.6633,1.0461,1.2647,1.5467,1.919,2.1996
19950703,0.3517,0.446,1.067,1.3328,1.3869,1.3394,1.2138,0.65,1.034,1.2532,1.5361,1.9096,2.1912
19950704,0.3367,0.461,1.0817,1.3308,1.392,1.3401,1.2145,0.636,1.0213,1.2412,1.525,1.8999,2.1825
19950705,0.3196,0.447,1.0503,1.2885,1.3746,1.3022,1.1794,0.62,1.0067,1.2275,1.5124,1.8888,2.1726
19950706,0.3045,0.481,1.1049,1.3473,1.4233,1.3314,1.2005,0.606,0.9941,1.2157,1.5017,1.8796,2.1645
19950707,0.2852,0.3139,0.932,1.2034,1.317,1.2114,1.0941,0.5881,0.978,1.2006,1.488,1.8676,2.1539
19950710,0.2848,0.3816,1.0569,1.3319,1.378,1.2807,1.154,0.5884,0.9791,1.2021,1.49,1.8703,2.157
19950711,0.2904,0.3716,1.0823,1.392,1.4178,1.3121,1.1772,0.5944,0.9857,1.209,1.4972,1.8779,2.1648
19950712,0.3004,0.3872,1.1066,1.4251,1.4437,1.3309,1.1891,0.6048,0.9964,1.2199,1.5083,1.8891,2.1759
19950713,0.3135,0.3789,1.101,1.4334,1.4439,1.3342,1.1885,0.6181,1.01,1.2336,1.5221,1.9028,2.1895
19950714,0.332,0.4383,1.2214,1.5678,1.5714,1.475,1.3128,0.6367,1.0286,1.2522,1.5406,1.921,2.2072
19950717,0.3417,0.4181,1.2116,1.5387,1.5631,1.5024,1.3352,0.6469,1.0394,1.2633,1.5519,1.9326,2.2188
19950718,0.3452,0.4279,1.2345,1.5572,1.6029,1.5707,1.3941,0.6511,1.0445,1.2688,1.5581,1.9393,2.2259
19950719,0.3393,0.4047,1.188,1.5069,1.5567,1.5502,1.3847,0.6463,1.041,1.2661,1.5563,1.9388,2.2263
19950720,0.3299,0.3569,1.1446,1.4637,1.5124,1.5135,1.357,0.6381,1.0344,1.2603,1.5516,1.9355,2.224
19950721,0.3244,0.3674,1.2009,1.5342,1.561,1.562,1.3987,0.6336,1.0311,1.2578,1.55,1.935,2.2243
19950724,0.3174,0.3944,1.2375,1.5711,1.6,1.5888,1.4216,0.6276,1.0265,1.2539,1.547,1.9332,2.2234
19950725,0.3053,0.3873,1.2139,1.5327,1.5664,1.5597,1.3954,0.6167,1.0171,1.2453,1.5396,1.9273,2.2186
19950726,0.2917,0.3786,1.2026,1.5194,1.566,1.5528,1.3893,0.6044,1.0064,1.2356,1.531,1.9202,2.2127
19950727,0.2788,0.3413,1.1588,1.4918,1.5462,1.5345,1.3629,0.5927,0.9962,1.2262,1.5228,1.9135,2.2071
19950728,0.2719,0.3113,1.1407,1.5009,1.5505,1.5357,1.3644,0.5867,0.9913,1.2221,1.5195,1.9113,2.2056
19950731,0.2738,0.3429,1.1656,1.5486,1.5818,1.5625,1.3868,0.5891,0.9944,1.2254,1.5232,1.9155,2.2102
19950801,0.2811,0.3064,1.1438,1.5406,1.5676,1.5522,1.3556,0.5966,1.0022,1.2334,1.5314,1.9238,2.2184
19950802,0.2983,0.3734,1.2571,1.6921,1.6435,1.6546,1.4496,0.6136,1.0189,1.2499,1.5475,1.9394,2.2334
19950803,0.312,0.3748,1.2566,1.6717,1.6294,1.651,1.4374,0.6272,1.0324,1.2633,1.5606,1.952,2.2456
19950804,0.3242,0.3727,1.2827,1.6899,1.6207,1.6497,1.4375,0.6393,1.0443,1.2751,1.5723,1.9633,2.2565
19950807,0.3348,0.3461,1.2433,1.6316,1.5846,1.6049,1.404,0.6499,1.0547,1.2854,1.5824,1.9731,2.266
19950808,0.3507,0.3765,1.2941,1.7058,1.6232,1.6501,1.4269,0.6655,1.0699,1.3002,1.5968,1.9869,2.2791
19950809,0.3666,0.369,1.2831,1.688,1.6019,1.6326,1.4101,0.681,1.0849,1.315,1.6111,2.0004,2.2919
19950810,0.3857,0.3794,1.2982,1.6997,1.6052,1.6408,1.4122,0.6996,1.1028,1.3323,1.6278,2.0162,2.3068
19950811,0.4076,0.3982,1.3179,1.7039,1.5982,1.6481,1.4075,0.7208,1.1231,1.3521,1.6468,2.0339,2.3235
19950814,0.4318,0.4168,1.2866,1.6373,1.5465,1.5947,1.3593,0.7442,1.1454,1.3737,1.6675,2.0533,2.3417
19950815,0.4637,0.4429,1.3122,1.6578,1.5473,1.6043,1.3545,0.7751,1.1748,1.4022,1.6947,2.0787,2.3655
19950816,0.5024,0.7706,1.5898,1.8474,1.6524,1.7008,1.4139,0.8124,1.2102,1.4366,1.7276,2.1092,2.3941
19950817,0.5156,0.6996,1.552,1.8098,1.6121,1.6599,1.3725,0.8254,1.223,1.4492,1.7399,2.1211,2.4055
19950818,0.5119,0.6546,1.5352,1.8246,1.6273,1.6804,1.3805,0.8224,1.2208,1.4474,1.7387,2.1206,2.4055
19950821,0.4937,0.5755,1.4634,1.7518,1.5932,1.6345,1.3373,0.8055,1.2056,1.4332,1.7258,2.1095,2.3957
19950822,0.471,0.5517,1.4514,1.7687,1.6345,1.6587,1.3527,0.7843,1.1866,1.4153,1.7095,2.0953,2.3833
19950823,0.4441,0.4997,1.4091,1.7599,1.656,1.6667,1.3598,0.7593,1.1639,1.3941,1.69,2.0783,2.3682
19950824,0.4171,0.4869,1.4128,1.8032,1.6884,1.6886,1.3828,0.7341,1.1412,1.3728,1.6706,2.0614,2.3532
19950825,0.3886,0.4714,1.3978,1.8177,1.688,1.6866,1.3827,0.7076,1.1172,1.3503,1.65,2.0434,2.3373
19950828,0.3599,0.4431,1.373,1.7824,1.6817,1.6656,1.3756,0.6809,1.093,1.3276,1.6293,2.0254,2.3214
19950829,0.3346,0.5195,1.4529,1.876,1.7395,1.7209,1.415,0.6575,1.0721,1.308,1.6115,2.0101,2.308
19950830,0.3021,0.5258,1.4514,1.8478,1.7241,1.7026,1.4004,0.6272,1.0446,1.2822,1.5879,1.9894,2.2896
19950831,0.2631,0.4372,1.4185,1.88,1.7488,1.7299,1.421,0.5908,1.0115,1.251,1.5592,1.9641,2.267
19950901,0.2212,0.4194,1.3924,1.8509,1.7,1.7085,1.4207,0.5516,0.9756,1.2171,1.528,1.9365,2.2423
19950904,0.1814,0.3755,1.3173,1.7159,1.6265,1.6366,1.3861,0.5145,0.9417,1.1851,1.4985,1.9104,2.2189
19950905,0.1539,0.4679,1.4062,1.7743,1.6951,1.7035,1.4419,0.4891,0.9188,1.1637,1.4789,1.8935,2.2041
19950906,0.1265,0.512,1.4189,1.8056,1.7004,1.7202,1.4566,0.464,0.8961,1.1424,1.4596,1.8768,2.1894
19950907,0.0957,0.5122,1.3735,1.7697,1.6695,1.7005,1.4536,0.4358,0.8705,1.1183,1.4375,1.8575,2.1724
19950908,0.0649,0.45,1.3851,1.8397,1.7264,1.7686,1.5176,0.408,0.8449,1.0943,1.4156,1.8384,2.1554
19950911,0.0321,0.4643,1.3443,1.7924,1.707,1.7703,1.536,0.3787,0.8177,1.0686,1.392,1.8177,2.137
19950912,-0.0012,0.4981,1.3365,1.7733,1.6859,1.7824,1.5468,0.3499,0.7905,1.0427,1.3681,1.7966,2.1182
19950913,-0.0366,0.4983,1.2921,1.7366,1.6654,1.745,1.5351,0.3207,0.7619,1.0154,1.3426,1.774,2.0979
19950914,-0.0707,0.4909,1.2869,1.7313,1.6853,1.7364,1.5363,0.2941,0.7351,0.9897,1.3187,1.7526,2.0787
19950918,-0.1031,0.5387,1.2947,1.7292,1.6947,1.7272,1.529,0.2703,0.7103,0.9658,1.2963,1.7328,2.061
19950919,-0.1365,0.5719,1.3436,1.7734,1.7173,1.7374,1.5391,0.2471,0.6854,0.9416,1.2737,1.7126,2.0429
19950920,-0.1766,0.5401,1.247,1.6722,1.6226,1.6309,1.4532,0.2209,0.656,0.9128,1.2464,1.6881,2.0208
19950921,-0.2124,0.5466,1.2801,1.7068,1.6677,1.6405,1.4626,0.1994,0.6309,0.8882,1.2233,1.6675,2.0024
19950922,-0.2475,0.5612,1.2948,1.7071,1.6776,1.6508,1.4707,0.1798,0.6072,0.8649,1.2014,1.6482,1.9853
19950925,-0.2785,0.5722,1.3169,1.7099,1.6831,1.663,1.4808,0.1638,0.5871,0.8451,1.1829,1.632,1.9712
19950926,-0.3073,0.5012,1.316,1.7106,1.6817,1.6603,1.4842,0.1498,0.569,0.8274,1.1663,1.6177,1.9588
19950927,-0.3308,0.5167,1.4069,1.8182,1.7481,1.7328,1.5429,0.1393,0.5551,0.8138,1.1539,1.6072,1.9501
19950928,-0.358,0.4974,1.4041,1.8162,1.7541,1.7407,1.55,0.1276,0.5389,0.7978,1.1389,1.5943,1.939
19950929,-0.3879,0.4585,1.3829,1.8051,1.753,1.7345,1.551,0.1155,0.5211,0.7799,1.122,1.5795,1.926
19951002,-0.4179,0.4537,1.3503,1.7637,1.7257,1.6993,1.522,0.1043,0.5037,0.7623,1.1053,1.5647,1.913
19951003,-0.4441,0.4368,1.3229,1.7374,1.7166,1.6814,1.5084,0.0952,0.4891,0.7476,1.0914,1.5526,1.9026
19951004,-0.4632,0.4179,1.3027,1.7101,1.7075,1.6685,1.4971,0.0891,0.4793,0.7379,1.0825,1.5455,1.8969
19951005,-0.472,0.4352,1.3728,1.7987,1.7821,1.7337,1.5491,0.0868,0.4762,0.7353,1.0809,1.5453,1.8979
19951006,-0.4768,0.4672,1.4254,1.8716,1.8349,1.8182,1.6197,0.0858,0.4756,0.7354,1.0821,1.5478,1.9013
19951009,-0.4843,0.4691,1.4187,1.8683,1.8297,1.8186,1.619,0.0839,0.4733,0.7337,1.0813,1.5484,1.903
19951011,-0.4928,0.4782,1.4707,1.9528,1.8903,1.9097,1.7011,0.0818,0.4703,0.7312,1.0797,1.5483,1.9039
19951012,-0.5088,0.4697,1.4534,1.9364,1.8731,1.8961,1.6883,0.0773,0.4626,0.7236,1.0729,1.5429,1.8997
19951013,-0.5297,0.4375,1.4181,1.9104,1.8425,1.865,1.6678,0.0715,0.4519,0.7126,1.0625,1.534,1.8922
19951016,-0.551,0.411,1.3829,1.8885,1.8301,1.8392,1.6527,0.066,0.4411,0.7015,1.0519,1.5248,1.8843
19951017,-0.5684,0.3192,1.3734,1.9081,1.8612,1.85,1.6613,0.0618,0.4326,0.6929,1.0438,1.518,1.8787
19951018,-0.5785,0.3375,1.4525,2.0121,1.9266,1.9233,1.7196,0.0595,0.4285,0.6889,1.0404,1.5157,1.8774
19951019,-0.5894,0.3138,1.4492,2.0088,1.9207,1.9163,1.7138,0.0572,0.4238,0.6842,1.0363,1.5127,1.8752
19951020,-0.599,0.2629,1.4184,1.9898,1.9143,1.899,1.6907,0.0551,0.4196,0.6802,1.0327,1.51,1.8733
19951023,-0.6027,0.2995,1.4492,2.0183,1.9272,1.9192,1.7053,0.0545,0.4188,0.6797,1.0328,1.5108,1.8747
19951024,-0.6035,0.3664,1.4904,2.0401,1.9465,1.9368,1.7185,0.0546,0.4196,0.6809,1.0345,1.5132,1.8775
19951025,-0.6057,0.4777,1.5546,2.055,1.9739,1.9566,1.7338,0.0543,0.4194,0.681,1.0351,1.5144,1.8792
