"YYYYMMDD","ShadowRate","TermPremium-2Y","TermPremium-5Y","TermPremium-7Y","TermPremium-10Y","TermPremium-15Y","TermPremium-20Y","ExpectedRate-2Y","ExpectedRate-5Y","ExpectedRate-7Y","ExpectedRate-10Y","ExpectedRate-15Y","ExpectedRate-20Y"
20120515,-2.3173,0.005,0.1564,0.3555,0.6013,0.7675,0.7232,0.1,0.1026,0.1335,0.2697,0.6015,0.9258
20120516,-2.3237,0,0.1425,0.3299,0.5784,0.7452,0.699,0.1,0.1025,0.1331,0.2686,0.5998,0.924
20120517,-2.3289,0,0.1435,0.3563,0.5993,0.7615,0.7083,0.1,0.1025,0.1327,0.2677,0.5985,0.9227
20120518,-2.3338,0,0.1336,0.3366,0.5801,0.7386,0.6795,0.1,0.1024,0.1324,0.2669,0.5974,0.9215
20120521,-2.3372,0,0.1466,0.3628,0.6105,0.7781,0.7179,0.1,0.1024,0.1322,0.2665,0.5969,0.9211
20120522,-2.3408,0,0.1406,0.359,0.6099,0.7796,0.7265,0.1,0.1024,0.132,0.2661,0.5964,0.9205
20120523,-2.3443,0,0.1417,0.3591,0.6154,0.7902,0.743,0.1,0.1023,0.1319,0.2656,0.5958,0.92
20120524,-2.3483,0,0.1477,0.3704,0.6199,0.786,0.7357,0.1,0.1023,0.1316,0.2651,0.595,0.9193
20120525,-2.3527,0,0.1467,0.3796,0.6345,0.8109,0.7656,0.1,0.1023,0.1314,0.2645,0.5941,0.9184
20120528,-2.3584,0,0.1408,0.376,0.6315,0.8083,0.7631,0.1,0.1022,0.131,0.2635,0.5927,0.9169
20120529,-2.3651,0,0.1318,0.3474,0.6057,0.7761,0.7321,0.1,0.1022,0.1306,0.2623,0.5909,0.9149
20120530,-2.3717,0,0.1329,0.3439,0.6019,0.7729,0.7301,0.1,0.1021,0.1301,0.2611,0.5891,0.9129
20120531,-2.378,0,0.1229,0.3293,0.588,0.7556,0.7139,0.1,0.1021,0.1297,0.26,0.5874,0.9111
20120601,-2.3835,0,0.116,0.3086,0.5769,0.7479,0.7143,0.1,0.102,0.1294,0.2591,0.5861,0.9097
20120604,-2.3875,0,0.124,0.3138,0.5844,0.7587,0.7281,0.1,0.102,0.1292,0.2586,0.5853,0.9089
20120605,-2.3908,0,0.138,0.351,0.6198,0.7981,0.7665,0.1,0.102,0.129,0.2582,0.5849,0.9085
20120606,-2.3947,0,0.1301,0.3312,0.6054,0.7899,0.7603,0.1,0.1019,0.1288,0.2576,0.5841,0.9077
20120607,-2.399,0,0.1201,0.3304,0.615,0.8008,0.7782,0.1,0.1019,0.1286,0.257,0.5832,0.9068
20120608,-2.4037,0,0.1181,0.3117,0.5927,0.7728,0.7543,0.1,0.1019,0.1283,0.2563,0.5822,0.9057
20120611,-2.4079,0,0.1272,0.3339,0.6113,0.7937,0.7632,0.1,0.1018,0.1281,0.2557,0.5813,0.9048
20120612,-2.4125,0,0.1162,0.3092,0.59,0.7848,0.7613,0.1,0.1018,0.1278,0.255,0.5802,0.9037
20120613,-2.4169,0,0.1252,0.3194,0.6007,0.8047,0.7834,0.1,0.1018,0.1276,0.2543,0.5793,0.9026
20120614,-2.4219,0,0.1273,0.3237,0.6065,0.797,0.7767,0.1,0.1017,0.1273,0.2535,0.578,0.9013
20120615,-2.4275,0,0.1273,0.3211,0.5974,0.7914,0.7683,0.1,0.1017,0.1269,0.2526,0.5766,0.8997
20120618,-2.4334,0,0.1243,0.3114,0.5855,0.787,0.7651,0.1,0.1017,0.1266,0.2515,0.575,0.8979
20120619,-2.4395,0,0.1144,0.2868,0.5625,0.7687,0.7509,0.1,0.1016,0.1262,0.2505,0.5733,0.8961
20120620,-2.445,0,0.1184,0.3031,0.5745,0.7802,0.7655,0.1,0.1016,0.1259,0.2495,0.5718,0.8945
20120621,-2.4505,0,0.1145,0.2984,0.5754,0.7816,0.7762,0.1,0.1015,0.1256,0.2486,0.5704,0.8928
20120622,-2.456,0,0.1155,0.3097,0.5803,0.7691,0.7698,0.1,0.1015,0.1253,0.2477,0.5689,0.8912
20120625,-2.4614,0,0.1155,0.3101,0.5852,0.7806,0.7804,0.1,0.1015,0.1249,0.2468,0.5674,0.8896
20120626,-2.467,0,0.1096,0.3004,0.5792,0.7781,0.7771,0.1,0.1014,0.1246,0.2458,0.5659,0.8879
20120627,-2.4727,0,0.1066,0.2917,0.5662,0.7597,0.7658,0.1,0.1014,0.1243,0.2448,0.5643,0.8862
20120628,-2.4779,0,0.1106,0.303,0.577,0.7651,0.7634,0.1,0.1014,0.124,0.244,0.5629,0.8846
20120629,-2.4829,0,0.1167,0.3143,0.5959,0.7864,0.7819,0.1,0.1013,0.1237,0.2431,0.5616,0.8831
20120702,-2.4887,0,0.1117,0.3066,0.5889,0.774,0.7667,0.1,0.1013,0.1234,0.2421,0.56,0.8813
20120703,-2.4946,0,0.1077,0.2999,0.5779,0.7717,0.7646,0.1,0.1013,0.1231,0.2411,0.5583,0.8794
20120704,-2.5007,0,0.1078,0.3063,0.579,0.7815,0.7756,0.1,0.1012,0.1227,0.24,0.5565,0.8774
20120705,-2.5075,0,0.1038,0.3006,0.5712,0.7765,0.7779,0.1,0.1012,0.1224,0.2388,0.5545,0.8751
20120706,-2.5147,0,0.0979,0.2911,0.5675,0.7637,0.7624,0.1,0.1011,0.1219,0.2375,0.5523,0.8726
20120709,-2.5221,0,0.0949,0.2775,0.5598,0.7609,0.761,0.1,0.1011,0.1215,0.2362,0.5501,0.87
20120710,-2.5294,0,0.0949,0.2789,0.5621,0.7592,0.7586,0.1,0.1011,0.1211,0.2349,0.5478,0.8674
20120711,-2.5369,0,0.089,0.2703,0.5545,0.7515,0.7442,0.1,0.101,0.1207,0.2335,0.5455,0.8648
20120712,-2.5442,0,0.079,0.2547,0.5418,0.7467,0.7468,0.1,0.101,0.1203,0.2322,0.5433,0.8622
20120713,-2.5512,0,0.085,0.2661,0.5431,0.7389,0.7363,0.1,0.101,0.1199,0.2309,0.5411,0.8597
20120717,-2.5578,0,0.0861,0.2674,0.5452,0.7369,0.7257,0.1,0.1009,0.1196,0.2298,0.5391,0.8573
20120718,-2.5642,0,0.0861,0.2527,0.5313,0.7188,0.7089,0.1,0.1009,0.1193,0.2287,0.5372,0.8551
20120719,-2.5698,0,0.0861,0.248,0.5193,0.7004,0.6847,0.1,0.1009,0.119,0.2277,0.5356,0.8533
20120720,-2.574,0,0.0861,0.2532,0.525,0.7216,0.709,0.1,0.1009,0.1188,0.227,0.5344,0.852
20120723,-2.5777,0,0.0772,0.2374,0.5065,0.6985,0.6881,0.1,0.1008,0.1186,0.2265,0.5335,0.8509
20120724,-2.5799,0,0.0822,0.2474,0.5168,0.7139,0.7115,0.1,0.1008,0.1186,0.2262,0.5331,0.8505
20120725,-2.5813,0,0.0782,0.2375,0.5079,0.704,0.7065,0.1,0.1008,0.1185,0.2261,0.533,0.8505
20120726,-2.5814,0,0.0832,0.2534,0.5167,0.7146,0.702,0.1,0.1008,0.1186,0.2263,0.5334,0.851
20120727,-2.5806,0,0.0882,0.2634,0.5263,0.7239,0.7101,0.1,0.1008,0.1186,0.2267,0.5341,0.8519
20120730,-2.5792,0,0.1001,0.2922,0.5599,0.753,0.7359,0.1,0.1009,0.1188,0.2271,0.535,0.8531
20120731,-2.5782,-0.003,0.0961,0.2971,0.5745,0.7672,0.7479,0.1,0.1009,0.1189,0.2275,0.5358,0.8541
20120801,-2.578,-0.005,0.0841,0.2821,0.5603,0.7517,0.7383,0.1,0.1009,0.1189,0.2277,0.5363,0.8547
20120802,-2.5777,-0.006,0.0841,0.283,0.555,0.7522,0.7467,0.1,0.1009,0.119,0.228,0.5368,0.8553
20120803,-2.5774,-0.008,0.0761,0.256,0.5158,0.7127,0.706,0.1,0.1009,0.119,0.2282,0.5373,0.856
20120806,-2.5757,-0.012,0.0801,0.2608,0.5223,0.7117,0.7047,0.1,0.1009,0.1192,0.2287,0.5383,0.8573
20120807,-2.5723,-0.012,0.0961,0.2976,0.5604,0.7501,0.7338,0.1,0.1009,0.1194,0.2296,0.5399,0.8592
20120808,-2.5687,-0.009,0.1021,0.3114,0.5785,0.7684,0.7537,0.1,0.1009,0.1196,0.2305,0.5416,0.8613
20120809,-2.5654,-0.009,0.1021,0.3171,0.5777,0.7668,0.7517,0.1,0.1009,0.1199,0.2313,0.5432,0.8633
20120810,-2.5623,-0.009,0.103,0.3179,0.5768,0.7623,0.7459,0.1,0.101,0.1201,0.2322,0.5447,0.8651
20120813,-2.559,-0.01,0.104,0.3087,0.568,0.7567,0.7389,0.1,0.101,0.1203,0.233,0.5463,0.8671
20120814,-2.5552,-0.005,0.104,0.3084,0.572,0.7599,0.7418,0.1,0.101,0.1206,0.234,0.5481,0.8692
20120815,-2.5508,0,0.12,0.3351,0.5949,0.7879,0.7613,0.1,0.101,0.1209,0.2351,0.5501,0.8717
20120816,-2.5468,0,0.1559,0.3798,0.6379,0.83,0.7921,0.1,0.1011,0.1212,0.2361,0.552,0.8739
20120817,-2.5449,0,0.1449,0.3496,0.6083,0.799,0.7658,0.1,0.1011,0.1214,0.2367,0.553,0.8752
20120820,-2.5438,0,0.1499,0.3605,0.6189,0.8092,0.7768,0.1,0.1011,0.1215,0.2371,0.5538,0.8762
20120821,-2.5439,0,0.1409,0.3455,0.6008,0.7999,0.7723,0.1,0.1011,0.1215,0.2372,0.5541,0.8767
20120822,-2.5446,0,0.1349,0.3485,0.6008,0.7998,0.7742,0.1,0.1011,0.1215,0.2372,0.5542,0.8768
20120823,-2.5458,0,0.1309,0.3495,0.6059,0.8179,0.7942,0.1,0.1011,0.1215,0.2371,0.5541,0.8768
20120824,-2.5481,0,0.1209,0.3226,0.5882,0.8004,0.7858,0.1,0.1011,0.1214,0.2368,0.5536,0.8762
20120827,-2.5507,0,0.1259,0.3288,0.5896,0.801,0.7874,0.1,0.1011,0.1212,0.2364,0.553,0.8756
20120828,-2.5537,-0.001,0.126,0.3299,0.59,0.7967,0.7873,0.1,0.101,0.1211,0.236,0.5523,0.8747
20120829,-2.557,-0.001,0.126,0.3191,0.5816,0.7826,0.7753,0.1,0.101,0.1209,0.2354,0.5514,0.8737
20120830,-2.5602,0,0.125,0.3252,0.5871,0.7895,0.7822,0.1,0.101,0.1208,0.2349,0.5505,0.8728
20120831,-2.5635,-0.003,0.123,0.3154,0.5826,0.7854,0.7832,0.1,0.101,0.1206,0.2344,0.5496,0.8718
20120903,-2.5669,-0.003,0.117,0.3016,0.5712,0.7723,0.7713,0.1,0.101,0.1204,0.2338,0.5487,0.8707
20120904,-2.5697,-0.003,0.116,0.3067,0.5676,0.778,0.78,0.1,0.101,0.1203,0.2334,0.548,0.87
20120905,-2.5722,-0.003,0.111,0.2978,0.559,0.7696,0.7687,0.1,0.101,0.1202,0.233,0.5474,0.8693
20120906,-2.5741,-0.004,0.1161,0.3089,0.5632,0.784,0.7821,0.1,0.1009,0.1201,0.2328,0.547,0.8689
20120907,-2.5759,-0.004,0.1231,0.324,0.5784,0.7893,0.7864,0.1,0.1009,0.12,0.2326,0.5467,0.8686
20120910,-2.5779,-0.004,0.1071,0.31,0.5607,0.7777,0.7789,0.1,0.1009,0.12,0.2323,0.5463,0.8681
20120911,-2.5795,-0.005,0.1031,0.3061,0.5609,0.777,0.7791,0.1,0.1009,0.1199,0.2321,0.546,0.8679
20120912,-2.5806,-0.005,0.1071,0.3151,0.571,0.7871,0.7822,0.1,0.1009,0.1199,0.232,0.5459,0.8678
20120913,-2.5817,-0.005,0.1131,0.3352,0.591,0.8101,0.8052,0.1,0.1009,0.1198,0.232,0.5459,0.8678
20120914,-2.5834,0,0.1041,0.3112,0.5623,0.7885,0.7926,0.1,0.1009,0.1198,0.2317,0.5455,0.8674
20120918,-2.5851,0,0.1151,0.3323,0.5785,0.8098,0.8189,0.1,0.1009,0.1197,0.2315,0.5452,0.8671
20120919,-2.5875,0,0.1151,0.3384,0.5828,0.8154,0.8296,0.1,0.1009,0.1196,0.2312,0.5446,0.8664
20120920,-2.591,0,0.1031,0.3196,0.5694,0.7924,0.8128,0.1,0.1009,0.1194,0.2306,0.5436,0.8652
20120921,-2.5947,0,0.1051,0.3198,0.5701,0.7875,0.8061,0.1,0.1009,0.1192,0.2299,0.5425,0.8639
20120924,-2.5985,0,0.1001,0.31,0.5627,0.7807,0.7984,0.1,0.1009,0.119,0.2293,0.5413,0.8626
20120925,-2.6022,0,0.1002,0.3112,0.5684,0.7818,0.7946,0.1,0.1008,0.1188,0.2286,0.5402,0.8614
20120926,-2.6058,0,0.1002,0.2963,0.555,0.7698,0.7839,0.1,0.1008,0.1187,0.228,0.5392,0.8601
20120927,-2.6089,0,0.1002,0.2955,0.5555,0.7748,0.789,0.1,0.1008,0.1185,0.2275,0.5382,0.859
20120928,-2.6118,0,0.0972,0.2866,0.547,0.7716,0.7899,0.1,0.1008,0.1184,0.227,0.5374,0.8581
20121001,-2.6143,0,0.0972,0.2827,0.5384,0.7673,0.7907,0.1,0.1008,0.1183,0.2266,0.5367,0.8573
20121002,-2.6164,0,0.0932,0.2788,0.5377,0.7628,0.7913,0.1,0.1008,0.1182,0.2263,0.5362,0.8567
20121003,-2.6177,0,0.0932,0.2839,0.5449,0.7741,0.8006,0.1,0.1008,0.1181,0.2261,0.5359,0.8564
20121004,-2.6188,0,0.0972,0.2949,0.545,0.7693,0.7968,0.1,0.1008,0.1181,0.226,0.5357,0.8562
20121005,-2.6196,0,0.0982,0.2989,0.5541,0.7804,0.8109,0.1,0.1008,0.1181,0.2259,0.5356,0.8561
20121009,-2.6205,0,0.0952,0.296,0.5512,0.7705,0.803,0.1,0.1008,0.118,0.2258,0.5355,0.856
20121010,-2.6211,0,0.0952,0.292,0.5472,0.7755,0.807,0.1,0.1008,0.118,0.2258,0.5355,0.856
20121011,-2.6214,0,0.0952,0.276,0.5322,0.7665,0.798,0.1,0.1008,0.118,0.2258,0.5355,0.856
20121012,-2.6213,0,0.0992,0.286,0.5431,0.7763,0.8017,0.1,0.1008,0.118,0.2259,0.5357,0.8563
20121015,-2.6209,0,0.0992,0.2819,0.533,0.772,0.8023,0.1,0.1008,0.1181,0.226,0.536,0.8567
20121016,-2.6201,0,0.0952,0.2869,0.5387,0.7766,0.8107,0.1,0.1008,0.1181,0.2263,0.5364,0.8573
20121017,-2.619,0,0.0962,0.2928,0.5484,0.786,0.8221,0.1,0.1008,0.1182,0.2266,0.537,0.8579
20121018,-2.6179,0,0.1052,0.3237,0.5722,0.8055,0.8304,0.1,0.1008,0.1183,0.2268,0.5375,0.8586
20121019,-2.6175,0,0.1052,0.3137,0.563,0.7952,0.8211,0.1,0.1008,0.1183,0.227,0.5378,0.8589
20121022,-2.6175,0,0.1062,0.3097,0.559,0.7911,0.8219,0.1,0.1008,0.1183,0.227,0.5379,0.8591
20121023,-2.6177,0,0.1062,0.3157,0.564,0.8061,0.8389,0.1,0.1008,0.1183,0.227,0.5379,0.8591
20121024,-2.6187,0,0.1022,0.3047,0.5551,0.7974,0.8392,0.1,0.1008,0.1183,0.2269,0.5376,0.8588
20121025,-2.62,-0.002,0.1022,0.3108,0.5604,0.7928,0.8357,0.1,0.1008,0.1182,0.2266,0.5372,0.8583
20121026,-2.6216,-0.002,0.0922,0.2909,0.5457,0.7733,0.8183,0.1,0.1008,0.1181,0.2263,0.5367,0.8577
20121029,-2.6228,-0.002,0.0922,0.2969,0.5549,0.7847,0.8317,0.1,0.1008,0.1181,0.2261,0.5363,0.8573
20121030,-2.6239,-0.003,0.0922,0.282,0.5461,0.777,0.8372,0.1,0.1008,0.118,0.2259,0.536,0.8568
20121031,-2.6247,-0.003,0.0992,0.297,0.5582,0.7833,0.8375,0.1,0.1008,0.118,0.2258,0.5357,0.8565
20121101,-2.6256,-0.003,0.1032,0.3081,0.5634,0.7846,0.8279,0.1,0.1008,0.1179,0.2256,0.5354,0.8561
20121102,-2.6267,-0.003,0.1072,0.3131,0.5636,0.794,0.8293,0.1,0.1008,0.1179,0.2254,0.535,0.8557
20121105,-2.6283,-0.004,0.1033,0.3052,0.5549,0.7886,0.835,0.1,0.1007,0.1178,0.2251,0.5344,0.855
20121106,-2.6303,-0.004,0.1033,0.2943,0.5463,0.7803,0.8319,0.1,0.1007,0.1177,0.2247,0.5337,0.8541
20121107,-2.6324,-0.004,0.1033,0.2924,0.5518,0.7811,0.8419,0.1,0.1007,0.1176,0.2242,0.5329,0.8531
20121108,-2.6349,-0.004,0.0993,0.2776,0.5323,0.758,0.815,0.1,0.1007,0.1174,0.2237,0.532,0.852
20121109,-2.6368,-0.004,0.1003,0.2737,0.5247,0.7558,0.8098,0.1,0.1007,0.1173,0.2233,0.5312,0.8512
20121112,-2.6381,-0.005,0.1043,0.2708,0.521,0.7523,0.8065,0.1,0.1007,0.1172,0.223,0.5307,0.8505
20121113,-2.6389,-0.005,0.1003,0.2748,0.5251,0.7586,0.8059,0.1,0.1007,0.1172,0.2229,0.5304,0.8501
20121114,-2.6394,0,0.1013,0.2798,0.5312,0.7668,0.8151,0.1,0.1007,0.1172,0.2228,0.5302,0.8499
20121115,-2.6397,0,0.0943,0.2699,0.5263,0.771,0.8303,0.1,0.1007,0.1171,0.2227,0.53,0.8497
20121116,-2.64,0,0.0853,0.2599,0.5224,0.7722,0.8395,0.1,0.1007,0.1171,0.2226,0.5298,0.8495
20121119,-2.6401,0,0.0873,0.2659,0.5275,0.7683,0.8347,0.1,0.1007,0.1171,0.2225,0.5297,0.8493
20121120,-2.6401,0,0.0873,0.2699,0.5235,0.7644,0.8258,0.1,0.1007,0.1171,0.2225,0.5296,0.8492
20121121,-2.6399,0,0.0923,0.2749,0.5285,0.7744,0.8359,0.1,0.1007,0.1171,0.2225,0.5296,0.8491
20121122,-2.6398,0,0.0933,0.2749,0.5355,0.7895,0.845,0.1,0.1007,0.1171,0.2225,0.5295,0.849
20121126,-2.6402,0,0.0883,0.2709,0.5307,0.7818,0.8324,0.1,0.1007,0.1171,0.2223,0.5292,0.8486
20121127,-2.641,-0.002,0.0883,0.271,0.5309,0.7792,0.8279,0.1,0.1007,0.117,0.2221,0.5288,0.8481
20121128,-2.6421,-0.002,0.0803,0.2571,0.5182,0.7698,0.8286,0.1,0.1007,0.1169,0.2218,0.5282,0.8474
20121129,-2.643,-0.002,0.0803,0.2521,0.5135,0.7653,0.8292,0.1,0.1007,0.1169,0.2215,0.5277,0.8468
20121130,-2.6438,-0.003,0.0793,0.2472,0.5087,0.7617,0.8348,0.1,0.1007,0.1168,0.2213,0.5273,0.8462
20121203,-2.6443,-0.003,0.0793,0.2492,0.5059,0.7581,0.8393,0.1,0.1007,0.1168,0.2211,0.5269,0.8457
20121204,-2.6446,-0.003,0.0803,0.2493,0.499,0.7585,0.8487,0.1,0.1007,0.1167,0.221,0.5265,0.8453
20121205,-2.6447,-0.003,0.0743,0.2393,0.4852,0.7548,0.8451,0.1,0.1007,0.1167,0.2208,0.5262,0.8449
20121206,-2.6445,-0.004,0.0643,0.2153,0.4612,0.7259,0.8114,0.1,0.1007,0.1167,0.2208,0.5261,0.8446
20121207,-2.6429,-0.004,0.0643,0.2283,0.4801,0.7356,0.8151,0.1,0.1007,0.1167,0.2209,0.5264,0.8449
20121210,-2.6403,-0.004,0.0633,0.2201,0.4717,0.731,0.8193,0.1,0.1007,0.1169,0.2213,0.527,0.8457
20121211,-2.6364,-0.004,0.0693,0.224,0.475,0.7348,0.822,0.1,0.1007,0.117,0.222,0.5282,0.847
20121212,-2.6315,-0.005,0.0713,0.2207,0.4752,0.7333,0.8203,0.1,0.1007,0.1173,0.2228,0.5297,0.8487
20121213,-2.6253,-0.005,0.0703,0.2454,0.4991,0.7614,0.856,0.1,0.1007,0.1176,0.2239,0.5316,0.851
20121214,-2.6188,0,0.0742,0.2511,0.5039,0.7634,0.8546,0.1,0.1008,0.1179,0.2251,0.5336,0.8534
20121217,-2.6119,0,0.0752,0.2568,0.5077,0.7722,0.8661,0.1,0.1008,0.1182,0.2263,0.5358,0.8559
20121218,-2.6049,0,0.0852,0.2824,0.5265,0.785,0.8725,0.1,0.1008,0.1186,0.2275,0.538,0.8585
20121219,-2.5982,0,0.0832,0.2911,0.5493,0.7979,0.8791,0.1,0.1008,0.1189,0.2287,0.5401,0.8609
20121220,-2.592,0,0.0751,0.2778,0.5382,0.7871,0.8619,0.1,0.1009,0.1192,0.2298,0.5419,0.8631
20121221,-2.5858,0,0.0711,0.2715,0.5281,0.7762,0.8438,0.1,0.1009,0.1195,0.2309,0.5438,0.8652
20121225,-2.5789,-0.001,0.0721,0.2841,0.5329,0.7801,0.8464,0.1,0.1009,0.1199,0.2321,0.5459,0.8676
20121226,-2.5716,-0.002,0.082,0.3097,0.5506,0.8019,0.8698,0.1,0.101,0.1203,0.2334,0.5481,0.8702
20121227,-2.5646,-0.002,0.092,0.3243,0.5644,0.8097,0.8813,0.1,0.101,0.1207,0.2346,0.5503,0.8727
20121228,-2.5581,-0.002,0.086,0.314,0.5582,0.8088,0.8791,0.1,0.101,0.121,0.2358,0.5522,0.8749
20130104,-2.5519,-0.003,0.1019,0.3527,0.5982,0.836,0.9001,0.1,0.1011,0.1213,0.2368,0.554,0.8769
20130107,-2.5472,-0.004,0.1029,0.3374,0.5974,0.8418,0.9078,0.1,0.1011,0.1216,0.2376,0.5552,0.8782
20130108,-2.5439,-0.004,0.1089,0.3393,0.587,0.8362,0.9071,0.1,0.1011,0.1217,0.238,0.5558,0.8789
20130109,-2.542,-0.004,0.1029,0.3393,0.5869,0.8321,0.9031,0.1,0.1011,0.1217,0.2381,0.5559,0.8789
20130110,-2.5414,-0.004,0.0949,0.3343,0.5871,0.8325,0.9037,0.1,0.1011,0.1217,0.2379,0.5555,0.8783
20130111,-2.5421,-0.02,0.0719,0.3084,0.5785,0.8245,0.9049,0.1,0.1011,0.1216,0.2375,0.5545,0.8771
20130115,-2.5434,-0.02,0.0619,0.2706,0.5361,0.7877,0.8805,0.1,0.1011,0.1214,0.2369,0.5533,0.8755
20130116,-2.5443,-0.02,0.0639,0.2557,0.5177,0.7618,0.8558,0.1,0.1011,0.1213,0.2363,0.5522,0.8742
20130117,-2.544,-0.02,0.0599,0.2498,0.506,0.7634,0.8617,0.1,0.1011,0.1212,0.236,0.5516,0.8733
20130118,-2.5426,-0.025,0.0539,0.2618,0.523,0.7857,0.8882,0.1,0.1011,0.1212,0.236,0.5513,0.8728
20130121,-2.541,-0.025,0.0539,0.2478,0.5091,0.7579,0.8626,0.1,0.1011,0.1212,0.2359,0.5511,0.8724
20130122,-2.5383,-0.025,0.0499,0.2427,0.5059,0.7528,0.8675,0.1,0.1011,0.1213,0.2361,0.5512,0.8725
20130123,-2.5345,-0.015,0.0609,0.2535,0.5045,0.7522,0.857,0.1,0.1011,0.1215,0.2365,0.5518,0.873
20130124,-2.5296,-0.015,0.0539,0.2463,0.5049,0.7623,0.879,0.1,0.1011,0.1217,0.2371,0.5527,0.874
20130125,-2.524,-0.021,0.0499,0.2361,0.4951,0.7611,0.8907,0.1,0.1011,0.1219,0.2379,0.5539,0.8753
20130128,-2.5176,-0.02,0.0618,0.2628,0.5192,0.7746,0.8892,0.1,0.1012,0.1222,0.2388,0.5554,0.8768
20130129,-2.511,-0.02,0.0628,0.2865,0.5372,0.7931,0.8925,0.1,0.1012,0.1225,0.2398,0.5569,0.8785
20130130,-2.5047,-0.02,0.0618,0.2862,0.5463,0.8018,0.8991,0.1,0.1012,0.1228,0.2407,0.5582,0.8799
20130131,-2.4991,-0.033,0.0507,0.2599,0.5216,0.7767,0.885,0.1,0.1013,0.1231,0.2414,0.5593,0.881
20130201,-2.4931,-0.033,0.0517,0.2826,0.5408,0.7875,0.8888,0.1,0.1013,0.1234,0.2422,0.5605,0.8822
20130204,-2.4873,-0.033,0.0677,0.3224,0.5741,0.8164,0.9057,0.1,0.1013,0.1236,0.2429,0.5616,0.8833
20130205,-2.4828,-0.033,0.0627,0.3042,0.5596,0.8069,0.8962,0.1,0.1013,0.1238,0.2434,0.5621,0.8838
20130206,-2.4792,-0.049,0.0516,0.2901,0.5404,0.7977,0.8962,0.1,0.1014,0.1239,0.2436,0.5623,0.8838
20130207,-2.4762,-0.068,0.0416,0.275,0.5313,0.7929,0.8965,0.1,0.1014,0.124,0.2437,0.5621,0.8835
20130208,-2.4737,-0.068,0.0416,0.271,0.5254,0.7842,0.8881,0.1,0.1014,0.124,0.2436,0.5618,0.8829
20130212,-2.4713,-0.069,0.0436,0.268,0.5165,0.7706,0.8758,0.1,0.1014,0.124,0.2435,0.5614,0.8822
20130213,-2.469,-0.07,0.0436,0.257,0.5077,0.7621,0.8676,0.1,0.1014,0.124,0.2433,0.5609,0.8814
20130214,-2.4666,-0.06,0.0536,0.294,0.5358,0.7776,0.8724,0.1,0.1014,0.124,0.2432,0.5604,0.8806
20130215,-2.465,-0.055,0.0496,0.2751,0.5181,0.7594,0.8606,0.1,0.1014,0.1239,0.2429,0.5596,0.8794
20130218,-2.4636,-0.055,0.0496,0.2712,0.5145,0.7564,0.857,0.1,0.1014,0.1238,0.2425,0.5586,0.878
20130219,-2.4626,-0.055,0.0386,0.2613,0.512,0.7575,0.8625,0.1,0.1014,0.1237,0.242,0.5575,0.8765
20130220,-2.462,-0.055,0.0376,0.2654,0.5176,0.7589,0.8774,0.1,0.1014,0.1236,0.2414,0.5561,0.8746
20130221,-2.4623,-0.055,0.0377,0.2576,0.5134,0.7596,0.8846,0.1,0.1013,0.1234,0.2406,0.5544,0.8724
20130222,-2.4636,-0.055,0.0367,0.2529,0.5045,0.7437,0.8664,0.1,0.1013,0.1231,0.2395,0.5523,0.8696
20130225,-2.4658,-0.055,0.0277,0.2383,0.4858,0.7272,0.8566,0.1,0.1013,0.1227,0.2382,0.5498,0.8664
20130226,-2.4685,-0.055,0.0218,0.2216,0.4631,0.7009,0.837,0.1,0.1012,0.1224,0.2369,0.5471,0.863
20130227,-2.4712,-0.055,0.0228,0.207,0.4505,0.6747,0.8166,0.1,0.1012,0.122,0.2355,0.5443,0.8594
20130228,-2.4734,-0.055,0.0218,0.2024,0.4468,0.6423,0.7779,0.1,0.1012,0.1216,0.2342,0.5417,0.8561
20130301,-2.4745,-0.055,0.0228,0.2036,0.4449,0.6344,0.7498,0.1,0.1012,0.1214,0.2331,0.5396,0.8532
20130304,-2.4745,-0.06,-1e-04,0.1738,0.3977,0.5832,0.6791,0.1,0.1011,0.1212,0.2323,0.5378,0.8509
20130305,-2.4718,-0.06,0.0159,0.2099,0.424,0.627,0.7273,0.1,0.1011,0.1211,0.232,0.537,0.8497
20130306,-2.4682,-0.06,0.0108,0.2038,0.43,0.6455,0.7532,0.1,0.1012,0.1212,0.232,0.5365,0.8488
20130307,-2.4644,-0.06,0.0098,0.1998,0.4341,0.6699,0.7859,0.1,0.1012,0.1212,0.2319,0.5361,0.8481
20130308,-2.4613,-0.06,0.0098,0.1798,0.4153,0.6566,0.778,0.1,0.1012,0.1212,0.2317,0.5354,0.847
20130311,-2.4585,-0.06,0.0138,0.1818,0.4206,0.6724,0.8104,0.1,0.1012,0.1212,0.2314,0.5346,0.8456
20130312,-2.4569,-0.06,0.0188,0.167,0.4011,0.6448,0.7862,0.1,0.1012,0.121,0.2309,0.5332,0.8438
20130313,-2.4559,-0.06,0.0189,0.1721,0.3928,0.6164,0.7624,0.1,0.1011,0.1209,0.2302,0.5316,0.8416
20130314,-2.4549,-0.06,0.0189,0.1683,0.3885,0.613,0.7786,0.1,0.1011,0.1207,0.2295,0.53,0.8394
20130315,-2.4542,-0.055,0.0189,0.1684,0.3863,0.6047,0.769,0.1,0.1011,0.1206,0.2287,0.5283,0.837
20130318,-2.4538,-0.055,0.0089,0.1476,0.3571,0.5726,0.7396,0.1,0.1011,0.1204,0.2279,0.5264,0.8344
